Date,Open,High,Low,Close,Adj Close,Volume
2009-01-01,1380.000000,1490.000000,1240.000000,1260.000000,832.722412,1123380000
2009-02-01,1200.000000,1330.000000,1150.000000,1260.000000,832.722412,1014890000
2009-03-01,1250.000000,1580.000000,1230.000000,1510.000000,997.945129,1249265000
2009-04-01,1460.000000,1600.000000,1370.000000,1570.000000,1037.598511,2705142500
2009-05-01,1550.000000,1620.000000,1400.000000,1490.000000,984.727417,2154772500
2009-06-01,1520.000000,1600.000000,1460.000000,1500.000000,991.336243,2168980000
2009-07-01,1580.000000,1890.000000,1510.000000,1790.000000,1182.994507,2778372500
2009-08-01,1780.000000,1820.000000,1660.000000,1680.000000,1150.734741,2032285000
2009-09-01,1670.000000,1760.000000,1650.000000,1730.000000,1184.982910,1353502500
2009-10-01,1740.000000,1790.000000,1570.000000,1680.000000,1150.734741,1739005000
2009-11-01,1650.000000,1830.000000,1620.000000,1800.000000,1232.930054,1195565000
2009-12-01,1800.000000,2070.000000,1790.000000,1890.000000,1294.576538,1356907500
2010-01-01,1890.000000,1940.000000,1840.000000,1870.000000,1284.598755,1264992500
2010-02-01,1860.000000,1890.000000,1640.000000,1660.000000,1140.338745,1483687500
2010-03-01,1630.000000,1760.000000,1590.000000,1610.000000,1105.991089,2968972500
2010-04-01,1630.000000,1670.000000,1500.000000,1570.000000,1078.513306,2834615000
2010-05-01,1600.000000,1610.000000,1390.000000,1550.000000,1064.774292,2913527500
2010-06-01,1490.000000,1620.000000,1490.000000,1540.000000,1057.904785,2004400000
2010-07-01,1540.000000,1690.000000,1520.000000,1690.000000,1160.947144,2092755000
2010-08-01,1680.000000,1800.000000,1600.000000,1730.000000,1229.096802,2096815000
2010-09-01,1800.000000,1890.000000,1720.000000,1840.000000,1307.247437,1744195000
2010-10-01,1880.000000,1960.000000,1770.000000,1820.000000,1293.038330,1953800000
2010-11-01,1730.000000,1830.000000,1550.000000,1590.000000,1129.632324,5384425000
2010-12-01,1630.000000,1660.000000,1530.000000,1590.000000,1129.632324,1797065000
2011-01-01,1600.000000,1610.000000,1420.000000,1510.000000,1076.440308,2695700000
2011-02-01,1510.000000,1570.000000,1470.000000,1490.000000,1062.182739,1190187500
2011-03-01,1500.000000,1600.000000,1320.000000,1470.000000,1047.925537,2578055000
2011-04-01,1460.000000,1570.000000,1390.000000,1540.000000,1097.826660,1824287500
2011-05-01,1550.000000,1560.000000,1480.000000,1540.000000,1097.826660,1271570000
2011-06-01,1550.000000,1550.000000,1360.000000,1470.000000,1047.925537,1692332500
2011-07-01,1440.000000,1480.000000,1380.000000,1470.000000,1091.303589,1305995000
2011-08-01,1500.000000,1580.000000,1400.000000,1450.000000,1076.456055,2681772500
2011-09-01,1450.000000,1580.000000,1380.000000,1520.000000,1128.422729,2236887500
2011-10-01,1480.000000,1550.000000,1400.000000,1480.000000,1098.727539,2212310000
2011-11-01,1480.000000,1530.000000,1430.000000,1470.000000,1091.303589,1113002500
2011-12-01,1470.000000,1480.000000,1380.000000,1410.000000,1046.760864,1219482500
2012-01-01,1410.000000,1430.000000,1360.000000,1370.000000,1017.065369,1614377515
2012-02-01,1350.000000,1420.000000,1330.000000,1410.000000,1046.760864,1845825000
2012-03-01,1400.000000,1430.000000,1340.000000,1400.000000,1039.336426,1615542510
2012-04-01,1410.000000,1740.000000,1410.000000,1700.000000,1262.052002,2347290000
2012-05-01,1650.000000,1700.000000,1400.000000,1560.000000,1158.118164,2592475015
2012-06-01,1520.000000,1650.000000,1450.000000,1630.000000,1210.084839,1691105000
2012-07-01,1620.000000,1860.000000,1590.000000,1820.000000,1361.237427,1908650000
2012-08-01,1850.000000,1970.000000,1750.000000,1860.000000,1391.154663,1751780000
2012-09-01,1910.000000,1950.000000,1830.000000,1890.000000,1413.592773,1439722500
2012-10-01,1880.000000,1990.000000,1860.000000,1950.000000,1458.468628,2042112500
2012-11-01,1950.000000,1980.000000,1790.000000,1800.000000,1346.278809,1660730000
2012-12-01,1770.000000,1870.000000,1730.000000,1790.000000,1338.799438,2038777515
2013-01-01,1790.000000,1960.000000,1760.000000,1940.000000,1450.989380,2175550000
2013-02-01,1930.000000,2190.000000,1910.000000,2150.000000,1608.055298,2112242500
2013-03-01,2170.000000,2230.000000,2050.000000,2200.000000,1645.451904,1647730000
2013-04-01,2200.000000,2500.000000,2080.000000,2340.000000,1750.162354,1826262540
2013-05-01,2340.000000,2580.000000,2210.000000,2210.000000,1652.931274,2012345015
2013-06-01,2220.000000,2340.000000,1900.000000,2250.000000,1692.005249,3418110000
2013-07-01,2200.000000,2440.000000,2100.000000,2380.000000,1789.765503,2567485000
2013-08-01,2390.000000,2440.000000,1980.000000,2200.000000,1654.405151,1994885000
2013-09-01,2200.000000,2450.000000,1950.000000,2100.000000,1579.204834,2644068508
2013-10-01,2100.000000,2375.000000,2100.000000,2350.000000,1767.205444,2019709500
2013-11-01,2300.000000,2350.000000,2025.000000,2175.000000,1635.604980,2055114500
2013-12-01,2200.000000,2200.000000,1980.000000,2150.000000,1616.805054,2299370000
2014-01-01,2150.000000,2275.000000,2060.000000,2275.000000,1710.805176,1758433800
2014-02-01,2250.000000,2420.000000,2170.000000,2325.000000,1748.405273,2015617700
2014-03-01,2310.000000,2340.000000,2130.000000,2215.000000,1665.685059,2873224292
2014-04-01,2230.000000,2380.000000,2150.000000,2265.000000,1703.285522,2353321100
2014-05-01,2265.000000,2700.000000,2265.000000,2575.000000,2025.420898,2241290200
2014-06-01,2520.000000,2550.000000,2405.000000,2465.000000,1938.898560,2142196300
2014-07-01,2480.000000,2710.000000,2465.000000,2650.000000,2084.413818,1688590300
2014-08-01,2650.000000,2800.000000,2590.000000,2665.000000,2096.212402,1855236000
2014-09-01,2710.000000,3010.000000,2675.000000,2915.000000,2292.854980,1769250600
2014-10-01,2865.000000,2930.000000,2680.000000,2750.000000,2163.070801,2482524900
2014-11-01,2760.000000,2830.000000,2590.000000,2825.000000,2222.063965,1559250500
2014-12-01,2835.000000,2890.000000,2725.000000,2865.000000,2253.526855,1296825900
2015-01-01,2865.000000,2930.000000,2780.000000,2830.000000,2225.996338,1403802200
2015-02-01,2830.000000,3020.000000,2800.000000,2935.000000,2308.586670,1785881500
2015-03-01,2945.000000,2995.000000,2770.000000,2890.000000,2273.191162,2020044400
2015-04-01,2885.000000,2910.000000,2595.000000,2615.000000,2056.884033,1995399300
2015-05-01,2615.000000,2895.000000,2615.000000,2845.000000,2249.340088,1435773200
2015-06-01,2870.000000,2955.000000,2800.000000,2930.000000,2316.543701,1384984300
2015-07-01,2935.000000,2950.000000,2800.000000,2940.000000,2324.449463,1169767700
2015-08-01,2940.000000,2970.000000,2590.000000,2870.000000,2269.105713,1735267000
2015-09-01,2865.000000,2875.000000,2485.000000,2645.000000,2091.214600,1156524800
2015-10-01,2640.000000,2830.000000,2600.000000,2680.000000,2118.886475,1525378700
2015-11-01,2700.000000,2980.000000,2660.000000,2930.000000,2316.543701,1506268100
2015-12-01,2955.000000,3170.000000,2900.000000,3105.000000,2454.903809,1623759200
2016-01-01,3105.000000,3385.000000,3045.000000,3340.000000,2640.701416,1748979300
2016-02-01,3290.000000,3510.000000,3140.000000,3250.000000,2569.545410,1932672100
2016-03-01,3250.000000,3500.000000,3250.000000,3325.000000,2628.842285,1995418100
2016-04-01,3330.000000,3810.000000,3305.000000,3550.000000,2806.733887,1498327300
2016-05-01,3410.000000,3800.000000,3410.000000,3700.000000,2925.327881,1976427900
2016-06-01,3730.000000,4010.000000,3710.000000,3980.000000,3160.748047,1808300000
2016-07-01,4010.000000,4500.000000,3950.000000,4230.000000,3359.287354,1606543500
2016-08-01,4350.000000,4570.000000,4060.000000,4210.000000,3343.404053,2205133300
2016-09-01,4150.000000,4400.000000,3950.000000,4310.000000,3422.820068,2010068700
2016-10-01,4360.000000,4400.000000,4120.000000,4220.000000,3351.345703,1365432500
2016-11-01,4230.000000,4300.000000,3640.000000,3780.000000,3001.916260,2680143800
2016-12-01,3820.000000,4020.000000,3670.000000,3980.000000,3160.748047,1489051100
2017-01-01,3980.000000,4030.000000,3780.000000,3870.000000,3088.659668,1280778000
2017-02-01,3910.000000,3980.000000,3830.000000,3850.000000,3072.697510,1489639700
2017-03-01,3870.000000,4190.000000,3810.000000,4130.000000,3296.166992,1790208500
2017-04-01,4130.000000,4520.000000,4010.000000,4370.000000,3487.711426,1503680500
2017-05-01,4370.000000,4670.000000,4270.000000,4350.000000,3471.749023,1852607900
2017-06-01,4350.000000,4540.000000,4290.000000,4520.000000,3706.060059,1522028900
2017-07-01,4530.000000,4790.000000,4500.000000,4690.000000,3845.447021,1679704700
2017-08-01,4700.000000,4840.000000,4650.000000,4690.000000,3845.447021,1252447900
2017-09-01,4690.000000,4750.000000,4610.000000,4680.000000,3837.247803,1389011400
2017-10-01,4690.000000,4710.000000,4010.000000,4030.000000,3304.296631,3756859100
2017-11-01,4070.000000,4350.000000,3910.000000,4150.000000,3402.687744,2341006100
2017-12-01,4150.000000,4460.000000,4110.000000,4440.000000,3640.465576,1292205800
2018-01-01,4440.000000,4460.000000,3920.000000,3990.000000,3271.499512,2519968900
2018-02-01,4030.000000,4080.000000,3920.000000,4000.000000,3279.698730,1525613100
2018-03-01,4050.000000,4200.000000,3520.000000,3600.000000,2951.729004,2369189900
2018-04-01,3640.000000,3890.000000,3570.000000,3830.000000,3140.311768,1160042700
2018-05-01,3830.000000,3880.000000,3250.000000,3520.000000,2886.135010,2510475300
2018-06-01,3520.000000,3860.000000,3510.000000,3750.000000,3102.091064,1899123900
2018-07-01,3800.000000,4110.000000,3550.000000,3570.000000,2953.190918,1901771000
2018-08-01,3570.000000,3670.000000,3270.000000,3490.000000,2887.012695,2937529100
2018-09-01,3520.000000,3670.000000,3250.000000,3640.000000,3011.096680,1766607400
2018-10-01,3610.000000,3910.000000,3460.000000,3850.000000,3184.813477,1995151900
2018-11-01,3850.000000,4110.000000,3680.000000,3680.000000,3044.185791,1810267200
2018-12-01,3740.000000,3840.000000,3610.000000,3750.000000,3102.091064,1557088700
2019-01-01,3750.000000,4050.000000,3690.000000,3900.000000,3226.174805,2058489500
2019-02-01,3910.000000,3940.000000,3730.000000,3860.000000,3193.085938,1406071800
2019-03-01,3890.000000,3970.000000,3710.000000,3960.000000,3275.808105,992294400
2019-04-01,3950.000000,4090.000000,3730.000000,3790.000000,3135.180420,1277605100
2019-05-01,3790.000000,3930.000000,3480.000000,3900.000000,3226.174805,2203175100
2019-06-01,3900.000000,4200.000000,3840.000000,4140.000000,3424.708740,1366591000
2019-07-01,4200.000000,4370.000000,4110.000000,4300.000000,3606.049072,1510823200
2019-08-01,4300.000000,4500.000000,4050.000000,4450.000000,3731.841309,2060842500
2019-09-01,4440.000000,4450.000000,4150.000000,4310.000000,3614.435547,1662481700
2019-10-01,4400.000000,4400.000000,4060.000000,4110.000000,3446.711914,1623971000
2019-11-01,4090.000000,4200.000000,3800.000000,3930.000000,3295.761230,2161815600
2019-12-01,3960.000000,4110.000000,3900.000000,3970.000000,3329.305908,1603330800
2020-01-01,3970.000000,4030.000000,3780.000000,3800.000000,3186.740723,1517434100
2020-02-01,3800.000000,3850.000000,3340.000000,3490.000000,2926.769775,1622860400
2020-03-01,3470.000000,3880.000000,2450.000000,3160.000000,2650.026855,2871168700
2020-04-01,3180.000000,3540.000000,3000.000000,3500.000000,2935.156250,2173907100
2020-05-01,3500.000000,3500.000000,3020.000000,3150.000000,2641.640625,1870296900
2020-06-01,3150.000000,3390.000000,2970.000000,3050.000000,2557.779053,4030388300
2020-07-01,3070.000000,3190.000000,3000.000000,3050.000000,2688.010742,2536262300
2020-08-01,3060.000000,3060.000000,2850.000000,2860.000000,2520.560791,2238620700
2020-09-01,2900.000000,2970.000000,2540.000000,2560.000000,2256.166260,2760379700
2020-10-01,2600.000000,2850.000000,2600.000000,2620.000000,2309.045410,2809943700
2020-11-01,2590.000000,3500.000000,2540.000000,3230.000000,2846.647461,5838181000
2020-12-01,3230.000000,3640.000000,3160.000000,3310.000000,2917.152588,4347815800
2021-01-01,3310.000000,3640.000000,3110.000000,3110.000000,2740.889648,3447169600
2021-02-01,3130.000000,3570.000000,3040.000000,3490.000000,3075.789063,2649004300
2021-03-01,3490.000000,3510.000000,3280.000000,3420.000000,3014.097168,2074014900
2021-04-01,3390.000000,3440.000000,3130.000000,3200.000000,2820.208008,1463520600
2021-05-01,3200.000000,3460.000000,3130.000000,3440.000000,3031.723389,1795041500
2021-06-01,3440.000000,3570.000000,3130.000000,3150.000000,2776.142090,1947802900
2021-07-01,3160.000000,3290.000000,3000.000000,3240.000000,2999.442139,2252935700
2021-08-01,3240.000000,3440.000000,3190.000000,3400.000000,3147.562744,1543887200
2021-09-01,3420.000000,3690.000000,3300.000000,3690.000000,3416.031494,1745701600
2021-10-01,3680.000000,3880.000000,3600.000000,3800.000000,3517.864258,1705357800
2021-11-01,3810.000000,4170.000000,3590.000000,3990.000000,3693.757568,2936403900
2021-12-01,4040.000000,4250.000000,4010.000000,4040.000000,3740.045410,1858238500
2022-01-01,4060.000000,4400.000000,4030.000000,4190.000000,3878.908203,1630133200
2022-02-01,4190.000000,4550.000000,4150.000000,4340.000000,4017.771484,1947644000
2022-03-01,4640.000000,4700.000000,4270.000000,4580.000000,4239.952148,3234233600
2022-04-01,4550.000000,4850.000000,4420.000000,4620.000000,4276.982422,2257820900
2022-05-01,4620.000000,4620.000000,4070.000000,4310.000000,3989.999023,3093159600
2022-06-01,4310.000000,4390.000000,3930.000000,4000.000000,3703.015137,2461541600
2022-07-01,4010.000000,4320.000000,3840.000000,4230.000000,4059.170410,1585603700
2022-08-01,4230.000000,4770.000000,4230.000000,4560.000000,4375.843262,3694895900
2022-09-01,4560.000000,4650.000000,4300.000000,4460.000000,4279.881836,2302683300
2022-10-01,4460.000000,4540.000000,4200.000000,4390.000000,4212.708984,1908858100
2022-11-01,4420.000000,4420.000000,3960.000000,4040.000000,3876.843506,3188885800
2022-12-01,4020.000000,4040.000000,3570.000000,3750.000000,3598.555420,3213005400
2023-01-01,3750.000000,4010.000000,3710.000000,3850.000000,3694.516846,1789876400
2023-02-01,3850.000000,4040.000000,3690.000000,3880.000000,3723.305176,1498042700
2023-03-01,3930.000000,4130.000000,3850.000000,4060.000000,3896.035889,1828512700
2023-04-01,4100.000000,4500.000000,4040.000000,4250.000000,4078.362793,1416196400
2023-05-01,4250.000000,4250.000000,3930.000000,4040.000000,3876.843506,3410082200
2023-06-01,4040.000000,4180.000000,3940.000000,4000.000000,3838.458984,1465167300
2023-07-01,4030.000000,4030.000000,3670.000000,3720.000000,3720.000000,1812349900
2023-08-01,3700.000000,3850.000000,3670.000000,3730.000000,3730.000000,2137511600
2023-09-01,3710.000000,3880.000000,3670.000000,3750.000000,3750.000000,1737509000
2023-10-01,3750.000000,3870.000000,3390.000000,3490.000000,3490.000000,1631815200
2023-11-01,3600.000000,3820.000000,3480.000000,3760.000000,3760.000000,1754206900
2023-12-01,3790.000000,4000.000000,3780.000000,3950.000000,3950.000000,1332900800
