Date,Open,High,Low,Close,Adj Close,Volume
2009-01-01,94.000000,103.000000,82.000000,89.000000,59.391006,668840000
2009-02-01,85.000000,115.000000,85.000000,111.000000,74.071922,421280000
2009-03-01,111.000000,165.000000,105.000000,152.000000,101.431808,866095000
2009-04-01,154.000000,335.000000,153.000000,310.000000,206.867523,423305000
2009-05-01,315.000000,400.000000,285.000000,390.000000,260.252655,236420000
2009-06-01,390.000000,595.000000,380.000000,535.000000,357.013275,229555000
2009-07-01,545.000000,550.000000,497.500000,550.000000,367.023010,119585000
2009-08-01,550.000000,585.000000,510.000000,560.000000,373.696106,131830000
2009-09-01,565.000000,585.000000,530.000000,575.000000,383.705902,77605000
2009-10-01,575.000000,585.000000,530.000000,560.000000,373.696106,119095000
2009-11-01,555.000000,565.000000,520.000000,550.000000,367.023010,91610000
2009-12-01,550.000000,575.000000,545.000000,565.000000,377.032715,35460000
2010-01-01,565.000000,580.000000,555.000000,560.000000,373.696106,26120000
2010-02-01,565.000000,580.000000,550.000000,560.000000,373.696106,43905000
2010-03-01,570.000000,645.000000,560.000000,605.000000,403.725281,267470000
2010-04-01,610.000000,625.000000,590.000000,605.000000,403.725281,133650000
2010-05-01,600.000000,615.000000,580.000000,605.000000,403.725281,124420000
2010-06-01,615.000000,650.000000,600.000000,640.000000,427.081360,286555000
2010-07-01,665.000000,780.000000,635.000000,765.000000,510.495728,231030000
2010-08-01,775.000000,900.000000,765.000000,870.000000,580.563660,62290000
2010-09-01,870.000000,1140.000000,870.000000,1125.000000,750.728943,58100000
2010-10-01,1150.000000,1355.000000,1085.000000,1260.000000,840.816345,56385000
2010-11-01,1250.000000,1320.000000,1140.000000,1265.000000,844.152954,45750000
2010-12-01,1280.000000,2000.000000,1250.000000,1800.000000,1201.166260,59995000
2011-01-01,1825.000000,1860.000000,1740.000000,1825.000000,1217.849243,30990000
2011-02-01,1855.000000,1870.000000,1775.000000,1775.000000,1184.483521,20145000
2011-03-01,1775.000000,1780.000000,1675.000000,1750.000000,1167.800537,12100000
2011-04-01,1725.000000,1760.000000,1675.000000,1690.000000,1127.761841,12650000
2011-05-01,1720.000000,1740.000000,1670.000000,1740.000000,1161.127319,22385000
2011-06-01,1770.000000,2350.000000,1740.000000,2350.000000,1568.189453,42135000
2011-07-01,2350.000000,2410.000000,2300.000000,2330.000000,1560.293823,36645000
2011-08-01,2340.000000,2340.000000,2155.000000,2165.000000,1449.800781,28980000
2011-09-01,2165.000000,2215.000000,2095.000000,2115.000000,1416.318115,58915000
2011-10-01,2095.000000,2110.000000,1845.000000,1865.000000,1248.904663,35300000
2011-11-01,1850.000000,1885.000000,1780.000000,1795.000000,1202.028809,11665000
2011-12-01,1795.000000,1850.000000,1690.000000,1800.000000,1205.377075,32120000
2012-01-01,1795.000000,1820.000000,1735.000000,1780.000000,1191.984131,28565000
2012-02-01,1795.000000,1815.000000,1785.000000,1810.000000,1212.073608,14730000
2012-03-01,1810.000000,1810.000000,1760.000000,1790.000000,1198.680542,3710000
2012-04-01,1790.000000,1795.000000,1580.000000,1625.000000,1088.187744,9415000
2012-05-01,1625.000000,1625.000000,1200.000000,1250.000000,837.067444,6360000
2012-06-01,1250.000000,1260.000000,1100.000000,1170.000000,783.495117,7160000
2012-07-01,1160.000000,1210.000000,1050.000000,1095.000000,746.365234,5355000
2012-08-01,1090.000000,1240.000000,1070.000000,1215.000000,828.158691,1210000
2012-09-01,1215.000000,1320.000000,1150.000000,1320.000000,899.727966,505000
2012-10-01,1210.000000,1225.000000,1005.000000,1050.000000,715.692749,1530000
2012-11-01,1035.000000,1100.000000,910.000000,995.000000,678.204041,5805000
2012-12-01,965.000000,980.000000,770.000000,845.000000,575.962219,3850000
2013-01-01,845.000000,950.000000,830.000000,900.000000,613.450867,1780000
2013-02-01,900.000000,950.000000,760.000000,810.000000,552.105774,6260000
2013-03-01,815.000000,850.000000,690.000000,780.000000,531.657410,10160000
2013-04-01,775.000000,815.000000,770.000000,810.000000,552.105774,1240000
2013-05-01,810.000000,950.000000,755.000000,760.000000,518.025146,2020000
2013-06-01,770.000000,780.000000,720.000000,750.000000,511.209076,2830000
2013-07-01,750.000000,760.000000,710.000000,740.000000,504.392914,2470000
2013-08-01,740.000000,760.000000,695.000000,740.000000,504.392914,2790000
2013-09-01,745.000000,890.000000,745.000000,850.000000,579.370300,780000
2013-10-01,850.000000,895.000000,825.000000,870.000000,593.002502,5505000
2013-11-01,870.000000,870.000000,850.000000,865.000000,589.594360,680000
2013-12-01,870.000000,870.000000,845.000000,850.000000,579.370300,2170000
2014-01-01,850.000000,870.000000,850.000000,870.000000,593.002502,1444000
2014-02-01,870.000000,870.000000,802.500000,850.000000,579.370300,1454000
2014-03-01,850.000000,850.000000,835.000000,845.000000,575.962219,829000
2014-04-01,847.500000,847.500000,795.000000,800.000000,545.289673,2858000
2014-05-01,800.000000,800.000000,795.000000,800.000000,545.289673,315000
2014-06-01,800.000000,800.000000,727.500000,727.500000,495.872803,8363000
2014-07-01,725.000000,727.500000,630.000000,680.000000,463.496185,7617000
2014-08-01,680.000000,702.500000,600.000000,700.000000,477.128418,3036000
2014-09-01,700.000000,700.000000,677.500000,700.000000,477.128418,1572000
2014-10-01,700.000000,700.000000,690.000000,692.500000,472.016327,989000
2014-11-01,692.500000,695.000000,687.500000,690.000000,470.312378,572000
2014-12-01,690.000000,690.000000,635.000000,665.000000,453.271973,2186000
2015-01-01,665.000000,710.000000,657.500000,710.000000,483.944519,2557000
2015-02-01,715.000000,765.000000,702.500000,762.500000,519.729187,913000
2015-03-01,762.500000,800.000000,755.000000,790.000000,538.473511,773000
2015-04-01,792.500000,820.000000,777.500000,817.500000,557.217896,1286000
2015-05-01,817.500000,820.000000,732.500000,790.000000,538.473511,12698000
2015-06-01,790.000000,807.500000,780.000000,802.500000,546.993713,1724000
2015-07-01,805.000000,812.500000,805.000000,812.500000,553.809875,543000
2015-08-01,812.500000,815.000000,790.000000,815.000000,555.513855,596000
2015-09-01,815.000000,820.000000,790.000000,820.000000,558.921936,649000
2015-10-01,820.000000,825.000000,790.000000,822.500000,560.625916,480000
2015-11-01,790.000000,830.000000,790.000000,830.000000,565.738037,540000
2015-12-01,830.000000,835.000000,787.500000,787.500000,536.769470,515000
2016-01-01,787.500000,810.000000,787.500000,802.500000,546.993713,545000
2016-02-01,802.500000,802.500000,750.000000,800.000000,545.289673,847000
2016-03-01,800.000000,800.000000,730.000000,750.000000,511.209076,738000
2016-04-01,750.000000,795.000000,750.000000,795.000000,541.881592,298000
2016-05-01,795.000000,795.000000,790.000000,790.000000,538.473511,50000
2016-06-01,790.000000,830.000000,790.000000,830.000000,565.738037,10000
2016-07-01,830.000000,830.000000,830.000000,830.000000,565.738037,0
2016-08-01,820.000000,820.000000,667.500000,667.500000,454.976013,22000
